広告グループの掲載結果
2026年2月1日 - 2026年2月28日
広告グループ,キャンペーン,キャンペーンの状態,広告グループの状態,キャンペーン タイプ,キャンペーンのサブタイプ,広告グループのラベル,広告グループ単位の入札戦略,広告グループ単位の入札戦略の種類,広告グループ単位のサイトリンク: 有効,広告グループ単位のサイトリンク: 不承認,広告グループのサイトリンク データのレベル,広告グループ単位の電話番号: 有効,広告グループ単位の電話番号: 不承認,広告グループの電話番号データのレベル,広告グループ単位のアプリ: 有効,広告グループ単位のアプリ: 不承認,広告グループのアプリデータのレベル,パソコンの入札単価調整（広告グループ単位）,モバイルの入札単価調整（広告グループ単位）,タブレットの入札単価調整（広告グループ単位）,有効な広告の数,不承認の広告の数,有効なキーワードの数,不承認のキーワードの数,クリック数,表示回数,クリック率,通貨コード,平均クリック単価,費用,最上部インプレッションの割合,上部インプレッションの割合,コンバージョン,ビュースルー コンバージョン,コンバージョン単価,コンバージョン率
広告グループ 1 個,Leads-Search-10 #3,有効,有効,検索,すべての機能, --, --,コンバージョン値を最大化,0,0, --,0,0, --,0,0, --,-100%, --,-100%,1,0,2,0,"3,226","22,814",14.14%,JPY,310,998660,23.43%,68.51%,"26,671.83",0,37,826.78%
